-7.53,-39.13,17.4,143.0,30.0,341.0
-9.74,-41.25,20.44,238.0,11.0,401.0
-12.24,-43.32,23.95,320.0,0.0,452.0
-15.06,-45.34,27.91,-390.0,-16.0,510.0
-18.13,-47.2,32.35,-457.0,-35.0,575.0
-21.39,-48.72,37.17,-533.0,-66.0,646.0
-24.7,-49.84,42.36,-597.0,-100.0,723.0
-27.98,-50.52,47.79,-643.0,-135.0,799.0
-39.3,-47.1,72.88,-750.0,-260.0,105.0
-36.5,-32.6,85.59,-516.0,-306.0,61.0
-25.63,-10.38,98.45,-924.0,-426.0,908.0
-15.12,-6.23,112.19,-648.0,-457.0,806.0
-1.87,-21.18,129.17,-155.0,-471.0,621.0
14.51,-26.51,-150.39,-225.0,-516.0,439.0
25.06,-21.8,-168.53,-488.0,-606.0,309.0
29.84,12.43,174.2,-667.0,-684.0,287.0
29.58,1.09,158.46,-983.0,-748.0,397.0
27.47,-5.42,-152.97,-234.0,-662.0,558.0
28.0,-9.42,-158.04,-408.0,-495.0,822.0
36.91,-7.23,-175.01,-414.0,-297.0,923.0
-13.23,-9.4,95.13,-463.0,-55.0,826.0
-12.0,-6.7,98.98,-363.0,-64.0,802.0
-10.65,-4.32,102.93,-227.0,-76.0,783.0
-9.19,-2.23,106.96,-87.0,-83.0,752.0
-7.65,-0.39,111.05,-950.0,-95.0,706.0
-6.04,-1.2,115.2,-822.0,-110.0,670.0
-4.37,-2.76,119.41,-724.0,-125.0,633.0
-2.64,-4.34,123.67,-642.0,-140.0,594.0
5.73,-8.32,-144.74,-538.0,-150.0,552.0
12.49,-6.32,-163.29,-90.0,-272.0,400.0
19.34,1.27,179.3,-315.0,-572.0,310.0
25.08,-4.68,-169.08,-473.0,-929.0,264.0
30.28,-9.02,-160.73,-395.0,-127.0,211.0
32.87,-12.18,-152.01,-388.0,-163.0,219.0
31.94,-13.7,-146.53,-533.0,-59.0,240.0
32.44,-12.47,-147.29,-842.0,-914.0,419.0
41.61,-4.85,-163.62,-269.0,-727.0,537.0
51.19,-14.14,-169.52,-373.0,0.0,722.0
61.28,-38.12,-141.86,-748.0,820.0,805.0
75.49,-62.25,-116.63,-961.0,309.0,97.0
10.02,-9.79,-93.22,981.0,404.0,602.0
10.61,-10.84,-98.02,893.0,381.0,594.0
11.24,-11.76,-102.98,794.0,345.0,576.0
11.96,-12.48,-108.03,683.0,296.0,554.0
12.73,-12.91,-113.11,570.0,238.0,529.0
13.55,-13.11,-118.21,465.0,174.0,498.0
14.37,-13.1,-123.31,372.0,110.0,476.0
